date_time,RME_176,RMESP
1998-01-28 15:00:00,467.76,500.3
1998-01-28 16:00:00,581.2,576.41
1998-01-28 17:00:00,530.46,479.73
1998-01-28 18:00:00,526.05,508.75
1998-01-28 19:00:00,517.34,526.05
1998-01-28 20:00:00,521.68,539.37
1998-01-28 21:00:00,440.87,418.96
1998-01-28 22:00:00,475.71,459.93
1998-01-28 23:00:00,475.71,463.83
1998-01-29 00:00:00,371.64,368.45
1998-01-29 01:00:00,317.97,323.56
1998-01-29 02:00:00,326.39,307.05
1998-01-29 03:00:00,346.84,326.39
1998-01-29 04:00:00,329.24,329.24
1998-01-29 05:00:00,312.47,312.47
1998-01-29 06:00:00,309.75,307.05
1998-01-29 07:00:00,312.47,315.21
1998-01-29 08:00:00,312.47,293.88
1998-01-29 09:00:00,317.97,309.75
1998-01-29 10:00:00,309.75,293.88
1998-01-29 11:00:00,309.75,312.47
1998-01-29 12:00:00,304.37,315.21
1998-01-29 13:00:00,320.76,335.02
1998-01-29 14:00:00,459.93,483.78
1998-01-29 15:00:00,553.0,576.41
1998-01-29 16:00:00,557.61,576.41
1998-01-29 17:00:00,539.37,553.0
1998-01-29 18:00:00,526.05,534.9
1998-01-29 19:00:00,530.46,526.05
1998-01-29 20:00:00,539.37,534.9
1998-01-29 21:00:00,543.88,539.37
1998-01-29 22:00:00,513.03,517.34
1998-01-29 23:00:00,487.86,491.98
1998-01-30 00:00:00,440.87,452.22
1998-01-30 01:00:00,437.15,444.63
1998-01-30 02:00:00,433.46,440.87
1998-01-30 03:00:00,418.96,422.54
1998-01-30 04:00:00,408.38,411.88
1998-01-30 05:00:00,401.46,404.91
1998-01-30 06:00:00,378.09,384.64
1998-01-30 07:00:00,355.96,362.16
1998-01-30 08:00:00,340.88,355.96
1998-01-30 09:00:00,335.02,337.94
1998-01-30 10:00:00,362.16,365.29
1998-01-30 11:00:00,394.65,391.29
1998-01-30 12:00:00,394.65,408.38
1998-01-30 13:00:00,433.46,456.06
1998-01-30 14:00:00,456.06,479.73
1998-01-30 15:00:00,452.22,487.86
1998-01-30 16:00:00,426.15,437.15
1998-01-30 17:00:00,394.65,362.16
1998-01-30 18:00:00,349.86,332.12
1998-01-30 19:00:00,343.85,320.76
1998-01-30 20:00:00,332.12,329.24
1998-01-30 21:00:00,286.23,271.47
1998-01-30 22:00:00,273.88,233.34
1998-01-30 23:00:00,283.72,257.41
1998-01-31 00:00:00,262.02,248.4
1998-01-31 01:00:00,299.08,286.23
1998-01-31 02:00:00,304.37,307.05
1998-01-31 03:00:00,315.21,299.08
1998-01-31 04:00:00,304.37,299.08
1998-01-31 05:00:00,286.23,286.23
1998-01-31 06:00:00,291.31,286.23
1998-01-31 07:00:00,286.23,286.23
1998-01-31 08:00:00,288.76,291.31
1998-01-31 09:00:00,291.31,283.72
1998-01-31 10:00:00,307.05,296.47
1998-01-31 11:00:00,317.97,307.05
1998-01-31 12:00:00,315.21,304.37
1998-01-31 13:00:00,323.56,299.08
1998-01-31 14:00:00,301.72,276.31
1998-01-31 15:00:00,346.84,320.76
1998-01-31 16:00:00,335.02,312.47
1998-01-31 17:00:00,304.37,276.31
1998-01-31 18:00:00,273.88,246.2
1998-01-31 19:00:00,323.56,309.75
1998-01-31 20:00:00,381.35,381.35
1998-01-31 21:00:00,381.35,384.64
1998-01-31 22:00:00,384.64,381.35
1998-01-31 23:00:00,317.97,307.05
1998-02-01 00:00:00,276.31,286.23
