date_time,RME_176,RMESP
1998-01-14 15:00:00+00:00,1.0,0.76
1998-01-14 16:00:00+00:00,1.6,2.54
1998-01-14 17:00:00+00:00,1.9,4.22
1998-01-14 18:00:00+00:00,0.3,0.83
1998-01-14 19:00:00+00:00,0.3,0.06
