date_time,RME_176,RMESP
1998-01-14 15:00:00+00:00,-2.6,-2.3
1998-01-14 16:00:00+00:00,-2.3,-2.1
1998-01-14 17:00:00+00:00,-2.0,-1.9
1998-01-14 18:00:00+00:00,-1.7,-1.7
1998-01-14 19:00:00+00:00,-1.5,-1.4
