date_time,RME_176,RMESP
1998-01-14 15:00:00+00:00,6.7,2.6
1998-01-14 16:00:00+00:00,7.6,2.3
1998-01-14 17:00:00+00:00,6.5,2.1
1998-01-14 18:00:00+00:00,7.0,2.1
1998-01-14 19:00:00+00:00,7.2,1.8
