date_time,RME_176,RMESP
1998-01-14 15:00:00+00:00,487.86,500.3
1998-01-14 16:00:00+00:00,504.51,517.34
1998-01-14 17:00:00+00:00,517.34,521.68
1998-01-14 18:00:00+00:00,530.46,530.46
1998-01-14 19:00:00+00:00,539.37,543.88
